"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Identity","Input.image_url","Answer.category.label","Answer.country.1","Answer.country.2","Answer.country.3","Answer.country.4","Answer.country.5","Answer.race.1","Answer.race.2","Answer.race.3","Answer.race.4","Answer.race.5","Approve","Reject"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","36AHBNMV1W0VAGGJI364EPYS07NYDA","AZEOM9YRBYEN2","Submitted","Thu Jun 11 05:06:29 PDT 2020","Thu Jun 11 05:06:52 PDT 2020","Sun Jun 14 05:06:52 PDT 2020","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Don't know","false","true","false","false","false","false","false","true","false","false"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3907X2AHF5TEYSQ2URQ45FECZBW2PC","A1NIBEALUM5VMT","Submitted","Thu Jun 11 09:21:22 PDT 2020","Thu Jun 11 09:21:42 PDT 2020","Sun Jun 14 09:21:42 PDT 2020","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Option B is fairer","false","false","false","false","true","false","false","false","false","true"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3DPNQGW4LQ3GR0NKJ9AJSUKTOK2464","A2JYLVKQ7OBRTQ","Submitted","Thu Jun 11 07:34:51 PDT 2020","Thu Jun 11 07:35:14 PDT 2020","Sun Jun 14 07:35:14 PDT 2020","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Option B is much fairer","false","false","true","false","false","true","false","false","false","false"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3HYA4D452W727F18GOUZTL08X592F9","A1SW5OZA9ST70H","Submitted","Thu Jun 11 08:34:30 PDT 2020","Thu Jun 11 08:34:48 PDT 2020","Sun Jun 14 08:34:48 PDT 2020","","","","18","100% (20/20)","100% (20/20)","100% (20/20)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Option A is fairer","true","false","false","false","false","true","false","false","false","false"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3M0BCWMB80KY6ENZP6XAY2PCMECBWI","A3GX15P2NOQHLG","Submitted","Thu Jun 11 07:34:47 PDT 2020","Thu Jun 11 07:35:11 PDT 2020","Sun Jun 14 07:35:11 PDT 2020","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Option A is fairer","false","false","false","true","false","true","false","false","false","false"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3MHW492WW51HAGRRQLINQGHSR4EMV8","A221MZ4RHGY00J","Submitted","Thu Jun 11 13:11:18 PDT 2020","Thu Jun 11 13:12:22 PDT 2020","Sun Jun 14 13:12:22 PDT 2020","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Don't know","true","false","false","false","false","false","false","true","false","false"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3PZDLQMM0Y9V43HYPM4YLFF50SHC28","AR858K4A6QFOV","Submitted","Thu Jun 11 07:58:27 PDT 2020","Thu Jun 11 07:58:47 PDT 2020","Sun Jun 14 07:58:47 PDT 2020","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Option A is fairer","false","false","true","false","false","true","false","false","false","false"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3QILPRALQAJPHMGEUTMDBHMKLWNN84","A1Z93XA8MYG4WV","Submitted","Thu Jun 11 13:41:42 PDT 2020","Thu Jun 11 13:41:57 PDT 2020","Sun Jun 14 13:41:57 PDT 2020","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Option B is fairer","true","false","false","false","false","false","false","true","false","false"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3WAKVUDHU14YCYV4HP6TBCIJI89U7F","A2OD1KAIR0H29V","Submitted","Thu Jun 11 04:50:35 PDT 2020","Thu Jun 11 04:51:17 PDT 2020","Sun Jun 14 04:51:17 PDT 2020","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Option B is fairer","false","true","false","false","false","false","false","true","false","false"
"3M0556244W8WAHS7C5NHWP8Q55YNFQ","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3Y54SXRO1Q9LAWSBUS9UG8A1750TUQ","A3D4111XTJQNWD","Submitted","Thu Jun 11 04:15:40 PDT 2020","Thu Jun 11 04:16:30 PDT 2020","Sun Jun 14 04:16:30 PDT 2020","","","","50","0% (0/0)","0% (0/0)","0% (0/0)","Taiwanese","1hCmYzedRktbD4M72ErP5vZHp1c6Mw7oE","Option A is fairer","false","true","false","false","false","false","false","true","false","false"
"3IJ95K7NE102OHO2NPTZEA826KYNGP","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","31Q0U3WYDU3I3146F1W90ADM7BC71T","A2JYLVKQ7OBRTQ","Submitted","Thu Jun 11 07:35:54 PDT 2020","Thu Jun 11 07:36:14 PDT 2020","Sun Jun 14 07:36:14 PDT 2020","","","","20","0% (0/0)","0% (0/0)","0% (0/0)","Asian","1zaiMAO7U5ySkjatuoa-06xaRFJhmoycr","Don't know","false","false","true","false","false","true","false","false","false","false"
"3IJ95K7NE102OHO2NPTZEA826KYNGP","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","32UTUBMZ7LKLRPNUZWSEC06YF5ABV8","A3GX15P2NOQHLG","Submitted","Thu Jun 11 07:34:23 PDT 2020","Thu Jun 11 07:34:46 PDT 2020","Sun Jun 14 07:34:46 PDT 2020","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","Asian","1zaiMAO7U5ySkjatuoa-06xaRFJhmoycr","Option B is fairer","false","false","false","true","false","true","false","false","false","false"
"3IJ95K7NE102OHO2NPTZEA826KYNGP","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","34T446B1C52O8TEKAZ0K2RMQ3UXC0O","AR858K4A6QFOV","Submitted","Thu Jun 11 07:57:13 PDT 2020","Thu Jun 11 07:57:43 PDT 2020","Sun Jun 14 07:57:43 PDT 2020","","","","30","0% (0/0)","0% (0/0)","0% (0/0)","Asian","1zaiMAO7U5ySkjatuoa-06xaRFJhmoycr","Option A is fairer","false","false","true","false","false","true","false","false","false","false"
"3IJ95K7NE102OHO2NPTZEA826KYNGP","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3LBXNTKX0WJU7LDS1RF09F8T7GF9XZ","A1NIBEALUM5VMT","Submitted","Thu Jun 11 09:20:04 PDT 2020","Thu Jun 11 09:20:38 PDT 2020","Sun Jun 14 09:20:38 PDT 2020","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","Asian","1zaiMAO7U5ySkjatuoa-06xaRFJhmoycr","Option A is fairer","false","false","false","false","true","false","false","false","false","true"
"3IJ95K7NE102OHO2NPTZEA826KYNGP","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3NKQQ8O393TET7WE829FB4SF4JDDUS","A221MZ4RHGY00J","Submitted","Thu Jun 11 12:59:19 PDT 2020","Thu Jun 11 13:01:16 PDT 2020","Sun Jun 14 13:01:16 PDT 2020","","","","117","0% (0/0)","0% (0/0)","0% (0/0)","Asian","1zaiMAO7U5ySkjatuoa-06xaRFJhmoycr","Option A is fairer","true","false","false","false","false","false","false","true","false","false"
"3IJ95K7NE102OHO2NPTZEA826KYNGP","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3OWEPKL08E0LH8BVKOU7XHQPACHN7H","A1Z93XA8MYG4WV","Submitted","Thu Jun 11 13:40:59 PDT 2020","Thu Jun 11 13:41:23 PDT 2020","Sun Jun 14 13:41:23 PDT 2020","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","Asian","1zaiMAO7U5ySkjatuoa-06xaRFJhmoycr","Option A is fairer","true","false","false","false","false","false","false","true","false","false"
"3IJ95K7NE102OHO2NPTZEA826KYNGP","3A16Z740719DNVNYP2JWBSTEAD4OJ1","Toxic_Comment","toxic comment","fairness detection, toxic comment","$0.00","Wed Jun 10 14:48:02 PDT 2020","15","BatchId:282360;OriginalHitTemplateId:921587271;","1800","259200","Sun Jun 14 14:48:02 PDT 2020","","","3R3YRB5GRKRGV0T2OSIDL3K9JGFUA6","AZEOM9YRBYEN2","Submitted","Thu Jun 11 05:03:08 PDT 2020","Thu Jun 11 05:03:46 PDT 2020","Sun Jun 14 05:03:46 PDT 2020","","","","38","0% (0/0)","0% (0/0)","0% (0/0)","Asian","1zaiMAO7U5ySkjatuoa-06xaRFJhmoycr","Don't know","false","true","false","false","false","false","false","true","false","false"
